fecha,peso
08:29 AM,2.105
08:29 AM,2.175
08:29 AM,2.095
08:29 AM,1.975
08:30 AM,2.115
08:30 AM,2.115
08:30 AM,2.225
08:30 AM,2.175
08:30 AM,2.275
08:30 AM,2.365
08:30 AM,2.135
08:30 AM,2.375
08:30 AM,2.295
08:30 AM,2.205
08:31 AM,1.975
08:31 AM,2.175
08:31 AM,2.265
08:31 AM,2.095
08:31 AM,2.390
08:31 AM,2.255
08:31 AM,2.290
08:31 AM,2.075
08:31 AM,2.165
08:31 AM,2.270
08:31 AM,2.295
08:31 AM,2.035
08:31 AM,2.345
08:32 AM,2.115
08:32 AM,2.085
08:32 AM,2.215
08:32 AM,2.085
08:32 AM,2.185
08:32 AM,2.040
08:32 AM,2.245
08:32 AM,2.215
08:32 AM,2.225
08:32 AM,2.035
08:32 AM,2.325
08:32 AM,2.275
08:32 AM,2.015
08:32 AM,2.215
08:32 AM,2.255
08:33 AM,2.075
08:33 AM,2.195
08:33 AM,2.085
08:33 AM,2.185
08:33 AM,2.195
08:33 AM,2.225
08:33 AM,2.115
08:33 AM,2.205
08:33 AM,2.165
08:33 AM,2.325
08:33 AM,2.055
08:33 AM,2.155
08:33 AM,2.325
08:33 AM,2.085
08:33 AM,2.265
08:33 AM,2.155
08:33 AM,2.255
08:33 AM,2.175
08:34 AM,2.055
08:34 AM,2.305
08:34 AM,2.165
08:34 AM,2.195
08:34 AM,2.195
08:34 AM,2.245
08:34 AM,2.210
08:34 AM,2.195
08:34 AM,2.185
08:34 AM,2.285
08:34 AM,2.185
08:34 AM,2.165
08:34 AM,2.065
08:34 AM,2.165
08:35 AM,2.155
08:35 AM,2.105
08:35 AM,2.135
08:35 AM,2.215
08:35 AM,2.385
08:35 AM,2.305
08:35 AM,2.035
08:35 AM,2.255
08:35 AM,2.285
08:35 AM,2.055
08:35 AM,1.945
08:35 AM,2.275
08:35 AM,2.105
08:35 AM,2.085
08:35 AM,2.160
08:35 AM,2.370
08:35 AM,2.374
08:36 AM,2.135
08:36 AM,2.325
08:36 AM,2.355
08:36 AM,2.245
08:36 AM,2.265
08:36 AM,2.225
08:36 AM,2.275
08:36 AM,2.035
08:36 AM,2.165
08:36 AM,2.345
08:36 AM,2.125
08:36 AM,2.235
08:36 AM,2.355
08:36 AM,2.285
08:37 AM,2.225
08:37 AM,2.345
08:37 AM,1.965
08:37 AM,2.205
08:37 AM,2.315
08:37 AM,2.235
08:37 AM,2.225
08:37 AM,2.285
08:37 AM,2.155
08:37 AM,2.085
08:37 AM,2.265
08:37 AM,2.025
08:37 AM,2.265
08:37 AM,2.115
08:37 AM,2.035
08:37 AM,2.085
08:38 AM,2.145
08:38 AM,2.271
08:38 AM,2.175
08:38 AM,2.185
08:38 AM,2.155
08:38 AM,2.305
08:38 AM,2.125
08:38 AM,2.375
08:38 AM,2.245
08:38 AM,2.175
08:38 AM,2.195
08:38 AM,2.160
08:38 AM,2.295
08:38 AM,2.325
08:38 AM,2.345
08:38 AM,2.195
08:38 AM,2.245
08:39 AM,2.165
08:39 AM,2.185
08:39 AM,2.270
08:39 AM,2.155
08:39 AM,2.255
08:39 AM,2.155
08:39 AM,2.255
08:39 AM,2.165
08:39 AM,2.295
08:39 AM,2.255
08:39 AM,2.145
08:39 AM,2.110
08:39 AM,2.235
08:39 AM,2.135
08:39 AM,2.125
08:39 AM,2.085
08:39 AM,2.230
08:39 AM,2.215
08:40 AM,2.275
08:40 AM,2.145
08:40 AM,2.035
08:40 AM,2.185
08:40 AM,2.225
08:40 AM,2.155
08:40 AM,2.345
08:40 AM,2.065
08:40 AM,2.205
08:41 AM,2.295
08:41 AM,2.285
08:41 AM,2.135
08:41 AM,2.165
08:43 AM,2.345
08:43 AM,2.255
08:43 AM,2.165
08:43 AM,2.135
08:43 AM,2.365
08:43 AM,2.215
08:43 AM,2.255
08:43 AM,2.085
08:43 AM,2.320
08:43 AM,2.205
08:43 AM,2.065
08:43 AM,2.185
08:43 AM,2.105
08:43 AM,2.385
08:44 AM,2.165
08:44 AM,2.215
08:48 AM,2.245
08:48 AM,2.295
08:48 AM,2.135
08:48 AM,2.265
08:48 AM,2.055
08:48 AM,2.195
08:48 AM,2.295
08:48 AM,2.295
08:48 AM,2.185
08:48 AM,2.225
08:48 AM,2.095
08:48 AM,2.235
08:48 AM,2.195
08:48 AM,2.265
08:49 AM,2.160
08:49 AM,2.185
08:49 AM,2.315
08:49 AM,2.195
08:49 AM,2.195
08:49 AM,2.305
08:49 AM,2.185
08:49 AM,2.205
08:49 AM,2.295
08:49 AM,2.115
08:49 AM,2.220
08:49 AM,2.155
08:49 AM,2.335
08:49 AM,2.215
08:49 AM,2.105
08:49 AM,2.085
08:49 AM,2.190
08:50 AM,2.265
08:50 AM,2.115
08:50 AM,2.095
08:50 AM,2.210
08:50 AM,2.135
08:50 AM,2.155
08:50 AM,2.115
08:50 AM,2.255
08:50 AM,2.155
08:50 AM,2.145
08:50 AM,2.205
08:50 AM,2.255
08:50 AM,2.195
08:50 AM,2.165
08:50 AM,2.105
08:50 AM,2.135
08:51 AM,2.115
08:51 AM,2.365
08:51 AM,2.315
08:51 AM,2.195
08:51 AM,2.235
08:51 AM,2.195
08:51 AM,2.195
08:51 AM,2.095
08:51 AM,2.295
08:51 AM,2.025
08:51 AM,2.195
08:51 AM,2.244
08:51 AM,2.305
08:51 AM,2.375
08:51 AM,2.235
08:52 AM,2.235
08:52 AM,2.265
08:52 AM,2.115
08:52 AM,2.145
08:52 AM,2.205
08:52 AM,2.245
08:52 AM,2.335
08:52 AM,2.295
08:52 AM,2.235
08:52 AM,2.245
08:52 AM,2.075
08:52 AM,2.115
08:52 AM,2.335
08:52 AM,2.195
08:52 AM,2.195
08:52 AM,2.265
08:52 AM,2.155
08:52 AM,2.185
08:53 AM,2.295
08:53 AM,2.115
08:53 AM,2.405
08:53 AM,2.205
08:53 AM,2.235
08:53 AM,2.155
08:53 AM,2.305
